electra-0,electra-1,electra-2,xlnet-0,xlnet-1,xlnet-2,bert-0,bert-1,bert-2,target
4.136293,-1.16853,-4.01712,4.494172,-0.67285,-3.87612,3.573007,-0.51542,-3.18063,0
-1.2668,-0.22066,1.608124,-0.34863,0.925188,-0.53482,1.296662,0.365203,-1.60443,0
3.332895,-0.51784,-3.65209,4.575269,-0.79095,-3.82659,3.708419,-0.54813,-3.36867,0
-4.74623,0.77027,4.380456,-3.65793,2.713068,0.359336,-3.50647,1.526751,2.404419,2
2.974278,0.547526,-4.415,3.184753,-0.14613,-3.23457,2.677848,-0.0532,-2.6793,0
-3.39951,-1.95966,5.617047,-2.73086,-2.43809,6.235676,-3.20973,-1.44985,5.740371,2
-2.58518,4.906301,-1.92584,-3.75389,4.046735,-0.91197,-2.30106,3.413535,-1.14394,1
-3.32777,-1.93153,5.552949,-2.25335,-1.88046,5.543655,-2.98242,-1.00414,5.019169,2
-3.50057,3.908173,0.096513,-4.01787,1.310561,3.306944,-3.45491,0.945747,3.203445,2
-3.39855,-2.26509,5.883051,-3.07998,-1.72317,6.24101,-3.40869,-0.60042,4.947671,2
2.714019,-0.47539,-2.93887,2.766067,-1.25297,-1.02402,1.915031,-1.33221,-0.48002,0
3.955006,-0.75514,-4.19972,3.464004,-1.2671,-1.82038,3.20135,-1.27491,-2.02597,0
3.85657,0.081437,-5.01265,3.655158,0.319115,-4.48635,1.762929,0.267651,-2.07996,0
-1.72441,4.014247,-1.96021,-1.86503,3.308031,-2.14071,-3.12173,3.128008,0.221416,1
3.89733,-0.5649,-4.36065,4.155494,-0.84115,-3.36812,3.385926,-0.65359,-2.82981,0
-3.4407,-1.46477,5.199799,-2.42263,-0.50536,4.021302,-2.60995,-1.61257,5.069417,2
-1.02716,0.310254,0.866534,0.371654,-0.88638,0.871154,-1.66627,1.622646,0.009366,1
3.869038,-0.35442,-4.51138,3.229813,0.138196,-3.68695,3.369017,-0.77683,-2.68622,0
-1.98579,5.086447,-2.8116,-3.51061,4.305058,-1.37369,-2.47836,4.388341,-1.90466,1
-1.98043,5.153941,-2.88533,-2.90847,4.494011,-2.23312,-1.89809,4.406405,-2.54734,1
3.634853,0.093184,-4.70217,3.925756,0.129109,-4.5217,3.939945,-0.59651,-3.53309,0
1.735858,2.064401,-4.31905,1.625608,1.457038,-4.09778,1.298699,0.485905,-1.68901,1
-4.32352,3.636592,1.28042,-4.81885,2.942304,2.027714,-3.90953,2.882494,1.3094,1
-2.9974,4.975177,-1.48038,-3.24177,4.807325,-2.2588,-3.27731,3.792494,-0.36874,1
-3.80182,3.491077,1.006738,-2.79094,2.233554,0.447307,-3.31596,0.692846,3.346527,1
-3.46891,-0.88092,4.606749,-3.414,-0.00088,4.389694,-2.2127,0.623045,2.140022,2
0.991527,3.380997,-4.72542,0.593892,2.892099,-4.68226,0.751153,3.076979,-4.12851,0
-3.29928,-2.01413,5.547412,-2.4707,-2.45241,6.141605,-3.06017,-1.68717,5.86203,2
4.133946,-1.06626,-4.15445,3.864952,-1.19141,-2.61721,3.667137,-1.78271,-2.0346,0
-3.97619,-1.61463,5.902183,-4.00377,-0.90497,6.041339,-3.30453,-1.12161,5.523847,2
-3.3281,-2.17589,5.787738,-2.89149,-1.12902,5.463844,-2.78947,0.108974,3.379563,2
4.113898,-0.97021,-4.14752,4.309122,-0.49353,-4.09621,3.886327,-1.08097,-2.92219,0
-2.36154,4.580191,-1.74088,-3.62811,4.466685,-1.44586,-1.83591,3.859771,-2.2676,1
3.938987,-0.98713,-3.9284,3.787925,-0.23731,-3.89576,2.838269,0.322547,-3.16965,0
-4.42022,0.440955,4.578866,-4.3126,2.66626,1.684833,-2.76829,4.147443,-1.32545,2
-3.13628,-2.2456,5.609115,-2.52395,-2.31186,6.078387,-2.28227,-1.36392,4.694471,2
-3.29383,-2.24333,5.772601,-2.41837,-1.71777,5.736654,-2.79192,-0.4663,4.153783,2
-3.18654,-2.42645,5.830488,-2.44942,-2.51188,6.189315,-2.75026,-1.93596,5.832083,2
4.016558,-1.01218,-4.04124,4.32718,-0.60767,-3.72506,3.801282,-0.98849,-2.93558,0
-3.40729,-2.05323,5.702235,-2.84999,-1.81068,6.047023,-2.23212,-1.32247,4.663642,2
3.885246,-0.39522,-4.50331,3.411904,0.332194,-4.22535,3.723564,-0.43541,-3.45626,0
3.855497,-0.9685,-3.89426,4.338921,-0.72598,-3.76942,3.938777,-1.1275,-2.88758,0
3.952987,-1.2628,-3.63167,4.021148,-1.52074,-2.43419,3.619985,-1.62191,-2.09942,0
-2.26275,4.921256,-2.45219,-3.48502,4.123961,-1.49146,-3.85943,2.652384,1.526467,1
4.112724,-1.00433,-4.15645,4.181359,-0.75015,-3.39728,3.941789,-0.66739,-3.44806,0
4.144429,-0.97517,-4.22691,4.278253,-0.4739,-4.23717,3.592921,-1.00421,-2.76294,0
3.717305,-0.75627,-3.88613,4.314503,-1.18312,-3.01439,3.392736,-0.90893,-2.67513,0
-3.27847,5.033294,-1.24515,-3.62771,4.416358,-1.4196,-3.11309,4.503701,-1.15784,1
3.910684,-1.24589,-3.53945,4.561306,-0.92305,-3.65083,3.853418,-1.61459,-2.36966,0
4.176091,-1.06077,-4.17637,4.320644,-1.3564,-3.13983,3.184308,-1.40496,-2.06124,0
3.284897,-1.23116,-2.80996,2.783251,-1.32244,-0.92634,1.200705,-1.18774,0.116979,0
-2.50108,4.611544,-1.74271,-3.29234,2.745755,0.446521,-2.44178,4.201881,-1.88475,1
2.310766,-0.90934,-1.95531,3.896427,-0.23483,-3.89858,3.580863,-0.90665,-2.81827,0
0.941852,2.660166,-3.96862,-0.80962,1.282663,-0.948,0.423248,-0.22078,-0.10816,0
3.986035,-0.65476,-4.35003,4.08616,-0.65328,-3.84708,1.309632,-0.1142,-1.15692,0
-2.15429,4.767458,-2.25649,-3.20574,2.939869,-0.02023,-3.12997,1.901643,1.557565,1
4.102655,-1.16229,-3.93841,4.240022,-1.44913,-2.88602,3.849049,-1.35569,-2.58573,0
-3.26977,-1.78316,5.314881,-3.13364,-0.66085,4.927467,-2.43515,-1.75763,5.262486,2
4.067884,-1.14121,-3.92981,4.365706,-0.52096,-3.94961,3.418129,-0.66451,-2.88769,0
-3.25753,-1.46768,5.000196,-2.44651,-2.48449,6.077763,-2.9684,-1.77184,5.914413,2
-0.00419,3.353517,-3.36296,-0.28111,3.018612,-4.03269,0.448358,2.774105,-3.47702,1
3.647487,0.357664,-5.0244,2.795548,0.187654,-3.42493,3.317116,-0.21,-3.32415,0
3.919324,-1.11739,-3.73254,4.337422,-0.95843,-3.45182,3.916777,-0.78114,-3.35026,0
-3.00878,-0.60838,3.929943,-3.58859,0.331397,3.944981,-3.54675,0.205463,4.177402,2
2.565487,0.63208,-4.00939,0.32482,-1.14902,1.459671,1.666355,-0.54833,-0.99349,1
3.874396,-0.41883,-4.45433,3.16273,-0.08689,-3.42208,2.990396,0.036856,-3.19682,0
0.906819,2.232085,-3.32085,-0.83114,1.045375,-0.2428,-1.47857,2.370635,-0.88385,1
-4.40337,0.83181,4.082217,-3.72684,0.166758,4.554956,-3.86435,0.354554,4.2673,2
-3.66927,-1.46435,5.423173,-3.59561,-1.10724,6.131769,-3.96899,0.66025,3.876252,2
4.000168,-0.88618,-4.07819,2.989334,0.08511,-3.36585,3.246598,-0.76506,-2.63792,0
-4.33716,0.136689,4.60108,-3.57145,1.00384,3.440562,-3.53634,0.683124,3.44928,1
-3.09461,-1.75642,5.086,-3.28114,-1.13293,5.745623,-3.32723,-0.84456,5.269111,2
-3.62507,-1.92898,5.852798,-3.41229,-1.40293,6.260555,-3.51437,-0.46081,5.009483,2
-3.11845,-2.16056,5.494365,-3.23981,-1.69931,6.160525,-3.21025,-1.43898,5.64652,2
-2.69938,-1.13513,4.067726,-0.71113,0.160707,0.509813,-0.53003,0.486698,0.038026,2
3.763821,-0.05361,-4.72359,3.59151,0.361354,-4.48586,3.011298,-0.09814,-2.98556,0
-3.09421,-2.36082,5.603322,-2.38464,-2.56943,6.193768,-2.57573,-1.94047,5.684985,2
-3.29609,-1.43524,4.977518,-3.44205,-1.08572,5.535349,-3.63806,-0.05882,4.666797,2
3.62284,-0.64831,-3.90937,3.609505,-0.49602,-3.22558,3.186396,-2.02313,-1.31733,0
3.900599,-1.01276,-3.84827,3.964112,-0.98689,-3.2088,3.553745,-1.1394,-2.55033,0
3.95677,-1.3336,-3.56093,3.884393,-1.45712,-2.02111,2.6658,-1.21329,-1.53765,0
-2.92402,4.736496,-1.32181,-3.01145,2.968413,-0.4494,-2.42221,2.691097,-0.1176,1
-2.9932,-2.28489,5.463815,-2.63181,-2.15668,6.063613,-2.7972,-1.9094,5.746906,2
4.010627,-1.25845,-3.72265,4.111777,-0.8059,-3.23058,1.58681,-0.09971,-1.46602,0
3.059102,0.517024,-4.32175,1.535636,1.102123,-3.02868,-2.07875,2.895288,-0.73025,0
-0.51032,2.286251,-1.71208,-0.81127,2.556968,-2.44836,0.547481,1.805519,-2.1536,1
3.900713,-0.35765,-4.66392,4.409823,-0.20603,-4.56606,3.794932,-0.35349,-3.66776,0
-3.12491,-2.46567,5.801004,-2.40952,-2.15574,5.998965,-2.79632,-1.64464,5.527814,2
-4.56357,1.653691,3.447765,-3.95344,2.191958,1.731834,-2.5903,3.76928,-1.06674,1
-4.21398,0.645987,3.973425,-2.23872,-0.79235,4.257395,-3.75441,-0.03904,4.512215,2
1.808033,1.86556,-4.19498,3.558823,-0.58653,-3.46578,2.16992,0.68425,-2.9949,0
-2.07953,5.137304,-2.72802,-3.35082,4.734819,-2.07218,-1.81464,4.431535,-2.69408,1
-3.65226,-1.63383,5.507631,-3.03354,-1.4946,6.061355,-3.25488,-1.21768,5.508067,2
2.13674,1.075766,-3.78298,-0.68023,2.013709,-1.75938,-1.69009,2.34237,-0.79711,0
-3.46292,-1.77696,5.484772,-3.2259,-0.52637,4.906436,-3.23059,-1.02831,5.327099,2
-3.62079,-1.57489,5.425463,-3.12651,-1.46239,5.981798,-3.5762,1.278984,2.747147,2
0.276131,0.917872,-1.23547,-0.63348,1.00897,-0.29795,-0.86195,0.126716,1.084532,0
4.182127,-0.9698,-4.27508,4.539295,-1.09084,-3.9234,3.832193,-0.82821,-3.13995,0
-1.94475,4.754495,-2.51195,-2.61755,4.641312,-2.99897,-1.7515,3.82037,-2.21805,1
-2.5987,0.42541,2.467069,-1.38581,1.500499,-0.212,-1.68824,0.039949,2.223055,2
-3.5345,-0.63589,4.522401,-2.42957,-1.13065,4.924477,-2.38527,-0.53749,3.718826,2
-3.15109,-2.43207,5.818341,-2.74494,-2.31736,6.244766,-2.98728,-1.80118,5.780604,2
-2.17062,5.114975,-2.59095,-3.20994,4.184055,-1.63176,-2.94338,3.103833,0.044707,1
3.967132,-1.21592,-3.71317,4.411799,-0.86355,-3.74269,3.972818,-1.49282,-2.62912,0
-0.79821,4.421924,-3.50049,-2.47224,4.174497,-2.62674,-2.08133,4.653769,-2.6029,1
1.494658,0.756821,-2.56815,-0.38061,1.434039,-1.70092,2.925264,-0.27633,-2.83659,0
4.142174,-1.12768,-4.0226,4.353991,-0.29528,-3.98027,4.003,-0.96481,-3.14843,0
-3.77373,3.893797,0.399516,-4.18009,4.254826,-0.36116,-3.57334,2.939515,1.014574,2
-2.6022,3.191433,-0.01718,-3.24714,2.088115,1.136238,-2.58509,0.783379,2.403705,1
-3.30203,-1.76807,5.336696,-3.11559,-0.90677,5.188542,-2.27244,-0.51366,3.656383,2
-3.13312,-2.49709,5.834644,-2.33997,-2.5914,6.212828,-3.31293,-1.41634,5.748902,2
-1.51375,4.379427,-2.61306,-2.32794,3.101128,-1.57357,-1.60677,3.039817,-1.56178,1
-3.18878,-2.17437,5.584251,-1.78287,-2.51986,5.490414,-2.65833,-1.97828,5.714971,2
-1.42902,2.61006,-0.84272,-1.41948,1.659564,-0.7373,-0.0928,0.723172,-0.58616,1
-3.76575,-1.82647,5.910772,-3.51547,-0.68284,5.521329,-3.66237,2.779682,1.187414,2
-3.32336,-0.99524,4.607046,-3.20546,-1.26344,5.790306,-2.80016,-1.33906,5.213779,2
3.40619,-0.68286,-3.57474,4.327305,-1.24266,-3.07324,3.803541,-1.31952,-2.59771,0
2.795355,0.427121,-3.98251,0.537925,0.779323,-1.77599,1.406747,0.56069,-1.88797,1
-2.76741,4.762404,-1.62965,-3.52242,3.793494,-1.08495,-2.6044,4.290078,-1.6061,1
-3.32351,-1.59253,5.202834,-2.08502,-2.15286,5.553485,-2.62772,-0.58077,4.262309,2
-0.00645,2.625487,-2.59767,-0.74875,1.229673,-0.84454,-2.65601,1.234902,1.967738,1
-2.08208,4.034528,-1.618,-3.06811,2.321313,0.542491,-2.14423,1.899989,0.530671,1
-2.44245,4.550757,-1.60484,-1.87738,3.987566,-2.95087,-2.30197,3.145287,-0.80344,1
-3.19345,-1.7579,5.164475,-2.7257,-1.47194,5.513173,-2.78451,-0.85167,4.73914,2
-2.74718,0.603169,2.448365,-2.57713,-1.02529,4.709186,-3.19079,-0.9502,5.196387,2
-3.85428,-1.33715,5.513687,-3.29938,-0.51898,4.702496,-3.18104,0.861786,3.024809,2
-3.23951,-2.05868,5.561353,-2.35101,-2.40187,6.062051,-1.98861,-1.74543,4.663625,2
1.212218,1.955823,-3.52462,0.584609,1.392497,-2.69206,0.44755,2.815154,-3.20643,1
-1.20285,2.287491,-0.85697,-0.67406,1.478129,-1.34058,-1.48989,2.886424,-1.58359,2
4.083006,-1.30487,-3.75662,4.445853,-1.19604,-3.11282,3.217322,-0.83278,-2.50856,0
-2.79421,-2.29626,5.278112,-1.57555,-2.29476,5.237995,-0.17114,-2.18206,3.297317,2
3.884274,-0.45889,-4.42364,4.257018,-0.72936,-4.10605,2.531443,-1.47936,-1.0848,0
-3.13052,4.030508,-0.2841,-4.15373,3.69922,0.126806,-2.82323,4.085255,-1.10288,1
4.133844,-1.22289,-3.93288,4.583208,-0.96104,-3.78698,3.968321,-1.21093,-2.87202,0
2.202915,0.279156,-3.03512,2.548505,0.495042,-3.70897,1.727052,0.534776,-2.28418,0
0.146681,3.809978,-4.05682,0.950771,2.597358,-4.40092,0.616466,2.701125,-3.15024,1
4.026347,-0.96141,-4.04413,4.373387,-0.5317,-3.92472,4.010661,-0.75795,-3.38316,0
-2.02402,4.89203,-2.51652,-2.15368,3.785039,-2.38838,-2.49667,4.085127,-1.52481,1
-2.86177,3.985981,-0.65575,-2.64519,3.591552,-1.51987,-2.88937,1.390873,1.954609,2
-2.87528,4.768475,-1.39471,-3.4286,4.260314,-1.75393,-2.26477,4.376906,-2.01233,1
-2.62119,-1.65656,4.44798,-1.40921,-0.8387,3.006059,-2.64146,-0.85888,4.54165,2
3.894943,-1.18403,-3.76154,3.171346,-1.4456,-1.27582,0.964354,0.223413,-1.12008,0
0.208076,-2.31868,2.032111,1.659143,-1.37074,0.468543,0.259808,-0.67143,0.658141,2
-3.60807,-1.96635,5.884624,-2.31586,-2.56482,5.99088,-2.92887,-1.81835,5.855456,2
-3.67657,-0.90099,4.914877,-3.97497,-0.1078,5.418397,-3.21726,-1.58136,5.795096,2
-3.50416,-2.03689,5.800035,-2.89681,-1.95794,6.225233,-3.69914,0.80541,3.554815,2
-1.81581,4.942017,-2.88284,-2.81427,5.023748,-3.00859,-1.898,4.859828,-3.1867,1
-3.20798,-2.42728,5.884756,-2.4139,-2.71486,5.9995,-2.98495,-1.76575,5.732932,2
4.053917,-1.41704,-3.55585,4.276523,-0.97436,-3.33217,4.170028,-1.22284,-3.08989,0
-4.0603,-0.5612,4.971289,-3.03795,-0.73366,4.887938,-3.34726,0.912481,3.158764,2
-2.45984,4.173504,-1.24603,-3.09479,3.813066,-1.29994,-3.34294,1.216337,2.760894,1
3.997018,-0.6669,-4.43101,3.880155,-0.61366,-3.2484,2.462607,-0.35775,-2.09472,0
4.145087,-1.34458,-3.80036,4.040603,-1.13064,-2.60496,3.077146,-1.36549,-1.77698,0
-2.25564,4.715233,-2.15968,-2.1619,3.864547,-2.53625,-2.12176,4.332378,-2.36315,1
-3.10998,4.811359,-1.17433,-3.6466,4.457656,-1.5717,-2.83271,4.509196,-1.5869,1
-3.04191,-1.47041,4.736038,-2.23606,0.696911,1.637936,-2.72889,-0.7525,4.533478,2
3.986229,-0.86251,-4.16788,4.00887,-0.52074,-3.57215,3.438531,-0.87798,-2.65817,0
3.996484,-0.71799,-4.3113,4.375116,-0.79026,-3.96429,3.831017,-0.94342,-3.01407,0
-1.76877,-0.95154,2.843543,-0.91988,-0.82334,2.383714,-0.74654,-0.13515,1.449158,2
-3.30008,-2.04689,5.580867,-2.7477,-2.1468,6.173026,-3.23616,-0.49858,4.712326,2
-3.46019,-2.19755,5.922189,-2.78307,-2.39859,6.198822,-3.05618,-1.74313,5.819708,2
-2.27424,4.949296,-2.27729,-2.95365,4.878043,-3.0326,-3.18076,4.09492,-0.72339,1
3.664066,-0.68857,-3.88448,3.057123,-0.81534,-2.08076,3.901465,-1.07809,-2.99915,0
-1.47051,-1.64654,3.177441,-0.47416,0.087212,0.811965,1.504171,-1.14464,-0.25308,0
-2.41365,-1.32262,3.914211,-2.78347,-1.7678,5.798517,-2.72184,-1.41912,5.141404,2
2.756908,0.908918,-4.37115,3.114128,0.870793,-4.64943,3.137744,0.280322,-3.60126,0
3.934501,-1.05805,-3.85166,3.25973,-0.90298,-2.79197,2.95457,-0.07302,-3.09996,0
-3.90352,3.268,1.002561,-2.80897,-0.01184,3.621096,-3.01844,3.245444,-0.10815,1
-3.21678,-2.43798,5.902719,-2.0341,-2.64802,6.036452,-2.87235,-1.82739,5.751837,2
-2.35855,4.723459,-1.92659,-3.43718,3.209798,-0.28009,-2.39965,3.417219,-0.84846,1
4.1214,-1.11306,-4.08655,3.983872,-0.34245,-4.07235,3.590585,-0.3569,-3.34712,0
-2.41697,-0.14854,2.827489,0.805635,0.251928,-1.02929,2.528481,-0.19694,-2.30018,2
3.238988,-0.93958,-3.02562,0.257965,-1.84665,2.047659,2.157852,-0.62528,-1.49744,0
-3.7572,0.037728,4.038486,-3.1517,3.370584,-0.79321,-3.17587,3.415947,0.148054,2
-2.94444,-2.20652,5.303234,-2.18288,-1.8619,5.444468,-2.44922,-1.65359,5.205518,2
-2.03096,1.535556,0.82291,-3.10787,0.221515,3.585365,-1.80248,3.530369,-1.62565,1
-2.74784,-1.85078,4.791311,-1.26415,-1.70612,4.138448,-1.68628,0.02381,2.27572,2
-3.29277,-2.19602,5.6795,-2.56728,-2.33001,6.187642,-2.92031,-1.80329,5.752609,2
3.363691,-1.08984,-3.10863,3.279331,-0.32088,-3.10792,3.439523,-0.69754,-2.9354,1
4.098002,-1.1734,-3.94391,4.200638,-1.06039,-3.6706,3.606647,-1.50649,-2.20041,0
-0.83684,-1.87962,2.750328,0.743972,-1.18368,1.177928,-0.54096,-1.625,3.116828,2
4.00049,-1.12423,-3.85411,4.506145,-0.81824,-3.8284,3.459199,-0.64781,-2.96433,0
-1.43417,4.872548,-3.20211,-0.49331,3.305024,-4.04426,-2.27081,4.58104,-2.28754,1
-0.14662,3.341931,-3.23673,-1.23939,2.381408,-1.92493,-0.09022,2.450681,-2.50011,0
-3.62925,-1.98619,5.892754,-2.86118,-2.28127,6.283898,-3.43439,-1.05936,5.435267,2
-2.61026,-2.26592,5.070321,-1.17834,-1.78293,4.034551,2.095316,-0.11606,-1.85335,2
-3.6675,-1.33325,5.236811,-3.72222,-0.28229,5.163733,-3.30792,-1.17527,5.506274,2
-4.01053,1.071564,3.35875,-2.52331,1.759481,0.855542,-2.01063,2.742161,-0.73846,2
-3.22526,-2.15218,5.554013,-2.88321,-0.98873,5.129291,-2.63398,0.365259,2.904512,2
-0.60152,2.010849,-1.22728,0.777746,1.042597,-2.41832,-1.22982,2.224246,-1.0982,0
-1.51867,4.875176,-3.20199,-2.94459,4.729618,-2.66584,-2.36951,3.940997,-1.55817,1
-2.94094,5.027026,-1.61676,-3.0457,5.000849,-2.7397,-2.63987,4.748741,-2.06718,1
0.692228,2.013493,-2.82231,1.190148,1.370862,-3.32416,-2.23825,2.004671,0.819595,0
-2.85684,-0.79013,3.902433,-2.01943,-0.64522,3.573428,-1.53655,-0.14439,2.281795,2
-1.75158,3.776383,-1.67374,-0.19814,2.284498,-2.99168,-1.58753,1.81859,-0.01226,1
3.107107,1.227921,-5.23136,0.225291,2.977671,-4.71515,2.774556,1.072272,-4.0993,1
4.107774,-0.88685,-4.24899,4.335711,-0.52142,-3.9736,3.796136,-0.27363,-3.70439,0
0.109815,2.287278,-2.36945,-0.88841,1.89579,-1.68459,-0.14347,1.471386,-1.27286,0
-3.30822,-2.38306,5.9395,-2.56511,-2.52579,6.23734,-3.06047,-1.4065,5.578768,2
1.164201,-1.74173,0.222344,3.80584,-0.71719,-3.30054,2.788969,-1.85787,-1.00702,0
2.091458,1.712448,-4.34291,2.405292,0.709656,-3.88566,2.432226,0.77051,-3.44733,0
2.191874,1.336354,-4.13784,1.812227,1.182782,-3.56075,2.187007,1.118099,-3.32583,1
-2.82814,-1.69299,4.689103,-2.69401,-0.11712,3.504005,-1.91763,-1.06381,3.787192,2
4.094501,-1.25397,-3.81493,4.303499,-1.22573,-3.46563,3.768115,-0.94824,-3.0034,0
-1.06405,1.205174,0.050524,0.610128,-0.57163,0.25344,-0.8467,-1.77535,3.581047,1
-1.98914,4.248876,-1.85458,-2.22275,3.810686,-2.27995,-0.06874,2.54493,-2.50738,1
-2.92366,-1.95561,5.096669,-2.055,-2.04216,5.673341,-2.69055,-0.93142,4.621604,2
-3.27763,-2.39251,5.921377,-2.53097,-2.4122,6.166164,-2.87251,-1.87964,5.718838,2
-1.75353,4.655489,-2.58239,-2.32489,4.27138,-2.93175,-1.7691,1.792774,0.132699,1
-2.98964,-2.17314,5.410584,-2.55685,-1.83367,5.870769,-1.86364,-1.27971,4.084461,2
-2.63724,4.99048,-1.91985,-3.15564,3.969928,-1.47056,-1.86327,4.564805,-2.95889,1
0.53777,2.895586,-3.68056,0.380917,1.491893,-2.33485,-1.74133,3.111245,-1.29514,0
-1.1667,-1.68183,2.914613,0.322628,-1.60922,2.148843,0.001109,-1.4386,1.702929,2
-2.44477,4.981705,-2.09898,-1.06883,3.434282,-3.23653,-2.57593,4.162555,-1.55728,1
-3.0337,-2.23497,5.470375,-2.24778,-2.50521,6.002764,-2.6307,-1.53405,5.180826,2
4.078298,-1.42116,-3.56078,4.646605,-1.27855,-3.28668,4.020845,-1.39006,-2.72898,0
-2.73946,1.511398,1.681758,-2.78449,0.880917,2.409747,-2.03638,2.187472,0.030995,2
2.775059,1.439758,-4.96778,3.770972,0.081434,-4.16314,3.527051,-0.42008,-3.25457,0
-1.3669,2.052834,-0.46053,-1.05006,2.423982,-2.05994,-1.50961,3.882567,-2.75954,1
-3.88363,-0.02079,4.326348,-3.2997,-0.46692,4.706908,-2.25359,-1.00638,4.122831,2
4.134858,-1.5815,-3.50247,4.312408,-1.5236,-2.4457,3.807839,-1.73836,-2.23315,0
-3.21356,-2.18797,5.63561,-3.25027,-1.05783,5.500334,-3.32012,0.696457,3.453049,2
3.567044,-1.82623,-2.42801,3.287546,-1.49701,-1.29231,2.384789,-0.60506,-1.7759,0
-0.94933,4.53043,-3.43391,-2.20839,3.420049,-1.9165,-1.28695,3.265284,-2.29112,1
-3.55958,-1.65668,5.469598,-2.0879,-0.30712,2.530974,-2.70918,-1.51675,5.362324,2
-1.8399,-2.1038,4.019712,-1.36971,-1.4743,3.770399,-2.19762,-2.10072,5.296923,2
4.116659,-1.12358,-4.02262,4.575151,-0.7879,-3.94125,4.082078,-0.79635,-3.41327,0
3.863923,-1.14321,-3.6262,4.243438,-0.62667,-3.71551,3.356314,-0.41894,-3.10226,0
3.797662,-1.19049,-3.45603,3.942362,-0.86599,-3.2793,3.589141,-0.79999,-2.97277,0
4.033269,-1.34252,-3.6716,4.397812,-0.62837,-3.95855,3.661428,-1.52076,-2.28948,0
4.095949,-1.36343,-3.74206,4.215513,-0.9255,-3.4955,2.983011,0.027274,-3.17505,0
0.017098,1.811838,-1.81569,2.840379,-0.25988,-2.58542,1.122071,-0.08957,-0.93605,0
-3.23279,-2.38101,5.86566,-2.86256,-2.35549,6.09643,-3.26491,-1.5298,5.816576,2
-2.54557,-2.09586,4.819789,-1.37948,-1.90861,4.609627,-2.66665,-1.61671,5.287698,2
3.897251,-1.10944,-3.737,4.15225,-0.53328,-3.7746,3.808544,-1.03915,-2.89632,1
-3.90276,-0.63338,4.946293,-2.21761,-1.86345,5.445397,-3.04677,-1.48574,5.517688,2
-2.46372,-2.1385,4.822467,-2.11772,-0.78943,3.886518,-2.18658,-0.97816,3.920758,2
-3.4117,4.588983,-0.63971,-2.85437,4.575193,-2.33186,-2.92045,4.295199,-1.38659,1
-2.60558,5.179088,-2.21369,-2.93177,4.749396,-2.7225,-2.30939,4.92545,-2.70314,1
-3.11861,-2.22575,5.614066,-2.78896,-2.29069,6.224025,-2.80729,-1.53715,5.369253,2
-3.82216,-1.57067,5.679043,-3.04366,-2.03235,6.160244,-3.35465,-1.09416,5.500067,2
3.800857,-0.94045,-3.82319,3.448214,-0.71573,-3.12606,2.58903,0.764197,-3.62138,0
-3.8759,-1.67835,5.859829,-3.94492,-1.01335,6.133673,-3.26828,-1.46485,5.737645,2
-3.3275,-0.92865,4.645016,-0.55924,0.420187,-0.01774,-0.91442,2.183288,-1.38708,2
3.446154,-1.1089,-3.18698,4.247479,-0.8065,-3.28439,2.795763,-0.54577,-2.25821,0
0.063444,2.928439,-3.1765,-2.17549,3.460791,-2.13578,0.627499,0.317897,-0.83839,1
-3.3936,-2.21294,5.839586,-2.67367,-2.30658,6.21397,-3.48886,-0.90701,5.400473,2
4.051374,-0.91271,-4.16347,3.638102,-0.20346,-3.81522,3.066009,-0.32415,-2.85964,0
-3.50919,-1.90412,5.670897,-2.85656,-1.9305,5.983288,-3.1786,-1.18295,5.405788,2
-1.48594,4.055767,-2.2729,-2.25606,3.436803,-1.99679,-0.82426,3.120419,-2.37905,2
0.506511,2.647554,-3.32699,1.24486,1.167935,-3.03819,-0.60835,0.384124,0.236911,0
-3.45384,-2.04785,5.788012,-2.77331,-1.24615,5.429685,-3.11338,-1.42791,5.683489,2
-1.36245,4.373175,-2.82086,-0.63051,2.870858,-3.13996,-1.65285,3.725961,-2.26399,0
-0.44208,4.459149,-4.0716,-2.50026,4.793821,-3.02505,-1.86776,4.340699,-2.71009,1
-3.5146,4.363701,-0.28815,-2.45233,2.814175,-0.82268,-3.08458,-0.07797,4.094328,1
-3.01144,-2.20051,5.446809,-2.6293,-1.73586,5.557209,-2.59558,-0.3722,3.845537,2
-1.59799,3.839634,-1.95736,-1.01576,2.16901,-1.97793,-1.20373,3.648435,-2.68532,1
3.782441,-1.16208,-3.52752,3.798932,-1.6122,-1.59824,3.940951,-1.44158,-2.61827,0
-2.73911,-2.24842,5.16631,-2.57346,-1.91576,5.912145,-2.92918,-1.11357,5.108585,2
-2.14725,3.490935,-0.97547,-3.21745,3.410095,-0.68354,-2.37191,2.770365,-0.26318,1
2.620035,-1.18294,-1.99113,0.242863,-0.22605,-0.05072,-0.72331,0.179117,0.708537,0
-3.45608,-1.91048,5.600689,-3.68002,-0.60626,5.494816,-3.38727,-1.24439,5.712248,2
-2.82236,5.085151,-1.76443,-3.34914,4.938382,-2.14639,-3.311,4.079588,-0.65853,1
-1.46297,4.534568,-2.94628,-2.70241,4.409478,-2.4119,-2.62222,4.098325,-1.40459,1
2.090598,1.712313,-4.41127,2.220482,0.259906,-3.17122,1.459693,0.321231,-1.74719,0
-3.20705,-0.93768,4.433972,-2.80538,-1.0077,5.058909,-3.07122,-0.42779,4.344142,2
