electra,xlnet,bert,target
0.30936083,1.0936266,1.6198473,0.6
1.6453942,1.5797969,1.3318256,1.4
2.6198525,1.5386624,1.4203594,3.8
1.2090788,2.0619657,1.617556,1.2
3.36995,4.278722,3.9595826,3
2.756464,2.4179816,2.446782,2.2
0.42514122,0.5937655,0.5073626,1
2.8712132,2.5643911,3.6808357,2.2
3.3072424,3.4951704,3.5649366,1.8
0.34587112,0.9083039,0.7014948,0
4.9702754,4.905387,4.563144,4.2
0.5863465,0.5825031,0.6589993,0.4
1.8269283,1.9814565,2.122177,2.6
0.54296094,0.796112,0.07055024,0.6
5.0546956,4.133513,4.7986665,3.8
0.60622954,0.43708658,0.31670347,0
5.2088685,4.4743795,4.911863,5
0.80844235,0.6576126,0.6558849,1
4.6190486,4.3134317,4.394547,3.2
2.6581144,2.4397726,3.2849026,2.8
4.464372,4.7134023,4.760167,4.6
4.7334695,4.2712355,4.0937634,3.4
0.8145902,1.4877356,0.872283,1.2
3.335821,3.0581467,3.3692632,4
2.03919,1.8136256,2.399414,1.8
5.132264,4.448399,4.4103436,4
3.6936085,2.933523,3.9704378,2.4
2.2851813,1.708219,1.7810278,1.8
2.8290336,2.908672,4.199126,3.8
1.1659217,1.0714424,1.1564902,1.4
3.2113707,2.7208774,2.8111563,2.6
1.5555947,1.2176436,1.5444349,1.4
2.0833855,2.7459762,2.409744,1.6
3.7977724,3.329003,3.3680103,4.8
0.8204228,1.0168624,1.9588475,0.8
3.4416373,2.4897485,3.3108153,3.4
4.3667083,4.161947,4.0690627,3.2
2.6876047,1.9523603,2.499105,2.2
1.9565811,1.9931645,1.909434,1.2
2.2454536,1.4972777,1.9428457,3
2.7479334,2.7068028,2.993649,2.6
0.7465905,1.0083933,1.20566,0.4
5.1266494,5.0747385,4.724028,4.6
4.278489,4.848738,3.4848804,4
3.1478264,2.6370761,2.6692898,2.8
4.9674144,4.8722672,4.947924,3.8
0.1811617,0.35807702,0.7687582,0
3.4555497,3.618115,3.9640265,3.4
3.7899668,3.9023979,4.1219726,4.6
0.46283454,0.7746512,0.83755034,0.8
4.4105186,4.335973,4.324225,3.8
2.298942,3.408985,3.3664842,2.2
2.3715212,3.0272386,3.2794325,3.2
4.374734,4.126956,4.6000595,5
2.1592574,2.1434968,2.5665023,1.6
1.939605,1.4472659,2.1234236,2.2
0.68745124,0.62641436,0.7685515,0.8
3.385242,2.3012462,2.8219037,3.6
2.904639,2.1735094,2.03901,2.5
3.8807602,4.886954,4.0064774,3
1.8831401,2.4452431,1.9536343,2.2
-0.026005667,0.16932704,0.17968225,0
0.01724256,0.34617674,0.3268805,0.2
3.0089054,3.19868,3.3053417,3.2
4.910472,4.7844696,4.9072022,5
1.8846393,1.8943461,1.3936939,2.2
4.990617,4.2627444,4.4786444,4.4
3.9338243,3.6641815,3.626196,3.8
0.40872929,0.93212193,0.50372237,1.2
5.136362,4.7666116,4.014567,4.6
3.193644,1.7947733,2.898562,3.8
1.1206739,1.1661953,1.729603,1.4
1.7065132,2.1074145,1.7401516,3.8
0.019452212,0.36592904,0.17132048,0
1.6899259,1.9106299,2.5054214,1.6
5.154142,4.9897447,4.4908075,5
0.40354803,0.47089982,0.6326909,0.4
1.3241824,1.0736564,1.2215061,2.4
1.9366453,1.9557801,1.7475885,3.2
4.524066,4.8986416,4.5423307,3.8
3.3892267,3.3359628,3.0482244,2.6
1.4784616,1.3449816,1.1863881,1
3.4919665,3.235876,2.0365162,4
1.4033319,0.8653851,1.5927259,2
0.84591615,1.2684906,0.9368527,2.2
4.5842776,3.9658365,4.388028,4.6
4.157958,3.9034052,3.4946427,4.4
2.2083826,1.6821879,2.1218307,1.8
1.2543027,0.95952225,0.5773562,0
0.25243872,0.20306736,0.31944197,0
2.156529,2.9559925,3.5184398,2
2.6745062,2.823461,2.1543536,3.4
0.03501269,0.19966808,0.6356756,0.2
2.119814,2.3546867,1.5563639,2.4
0.22411032,0.5038103,0.51057446,0
0.6196206,0.8478189,0.60331273,0.4
0.38104978,0.51323307,0.7765768,1.8
0.94221795,1.1328913,1.5001107,0.8
0.5955351,0.55227906,1.052251,0.4
3.133021,2.3310378,2.0125642,2.2
2.3953695,3.5697591,2.871937,1.8
5.1603584,5.0246935,4.711045,4.6
2.988911,2.5776427,3.1727636,2.2
1.2563452,1.6091335,2.2235394,1
1.2578222,1.7696257,1.951694,1
3.784098,3.4011223,3.4846377,4.2
1.534586,1.4447103,1.6193024,0.4
0.30015412,0.5389748,0.28450328,0.2
0.19134143,0.011279358,0.48386335,0
0.1828349,0.16499929,0.027913354,0
0.33980098,0.18378836,0.13895057,0
0.5964683,1.3664567,2.0019653,0.6
0.78097874,0.6731353,0.6278773,0.6
3.3167908,3.9193327,3.4197855,4
0.11975324,0.27279052,0.46464115,0
0.29709637,0.45630732,0.53535885,0.8
3.3368385,3.2677996,3.0815141,3.2
4.823254,4.6067033,4.358167,4.8
4.8616357,4.8122497,4.23336,4.2
1.1082695,1.0749054,1.0346719,2.2
0.26016533,0.7214451,1.9570681,1
2.5134122,1.9458578,1.710272,3.6
1.3235811,1.3355356,1.6888702,1.6
2.1549551,2.3107266,1.7064,3
2.0806558,1.7946923,2.0127,2.4
0.7696037,0.56767434,0.6494485,0.4
0.19226845,0.2692052,0.29785746,0
5.175238,5.233309,4.431315,5
1.7989948,1.7656467,1.8685156,1.2
1.2539295,0.96548635,2.0047746,1.4
5.0587244,4.4824142,3.720696,4
4.271129,4.702396,4.6765,4.6
2.391592,2.2137265,3.0794044,3.4
-0.037007112,0.35001218,0.16334629,0.4
0.16969758,0.1655731,0.5051645,0
5.0312705,5.2510395,4.8580437,4.8
4.5768814,4.231018,4.1275787,5
4.5797515,3.5020525,3.0266652,4
4.8083453,4.8748684,4.8235807,4
4.2875514,4.1736093,4.490831,3
5.0434566,5.1136656,4.817792,5
3.3192875,3.1855004,3.381395,2
3.0405858,3.296535,2.7803338,3
4.4742618,3.8521287,3.9420152,3
1.9311932,2.1046154,2.3526473,1
4.499182,5.22063,4.5324945,5
2.8467968,2.7083893,2.3733718,2
2.4733489,3.5570548,3.251834,2
3.8340209,3.392976,3.1867235,2
5.079766,4.2557893,3.6886399,5
2.4838543,2.153881,2.4108276,3
4.2448964,3.871333,3.3464396,3
0.7496825,0.44455475,1.1276003,0
3.7567303,2.0348587,2.8441167,2
0.83323497,0.8580473,0.8129879,0
1.2453749,1.399935,2.2150037,2
0.35433823,0.5421467,0.9923297,0
0.70778745,0.99073243,1.7452339,0
